img_path,class_id
0\00000_00000_00000.png,0
0\00000_00000_00001.png,0
0\00000_00000_00002.png,0
0\00000_00000_00003.png,0
0\00000_00000_00004.png,0
0\00000_00000_00006.png,0
0\00000_00000_00007.png,0
0\00000_00000_00008.png,0
0\00000_00000_00009.png,0
0\00000_00000_00010.png,0
0\00000_00000_00011.png,0
0\00000_00000_00012.png,0
0\00000_00000_00013.png,0
0\00000_00000_00014.png,0
0\00000_00000_00015.png,0
0\00000_00000_00016.png,0
0\00000_00000_00017.png,0
0\00000_00000_00018.png,0
0\00000_00000_00019.png,0
0\00000_00000_00020.png,0
0\00000_00000_00021.png,0
0\00000_00000_00022.png,0
0\00000_00000_00023.png,0
0\00000_00000_00024.png,0
0\00000_00000_00025.png,0
0\00000_00000_00026.png,0
0\00000_00000_00027.png,0
0\00000_00000_00028.png,0
0\00000_00000_00029.png,0
0\00000_00001_00000.png,0
0\00000_00001_00001.png,0
0\00000_00001_00002.png,0
0\00000_00001_00003.png,0
0\00000_00001_00004.png,0
0\00000_00001_00005.png,0
0\00000_00001_00006.png,0
0\00000_00001_00007.png,0
0\00000_00001_00008.png,0
0\00000_00001_00009.png,0
0\00000_00001_00010.png,0
0\00000_00001_00011.png,0
0\00000_00001_00012.png,0
0\00000_00001_00013.png,0
0\00000_00001_00014.png,0
0\00000_00001_00015.png,0
0\00000_00001_00016.png,0
0\00000_00001_00017.png,0
0\00000_00001_00018.png,0
0\00000_00001_00019.png,0
0\00000_00001_00020.png,0
0\00000_00001_00021.png,0
0\00000_00001_00022.png,0
0\00000_00001_00023.png,0
0\00000_00001_00024.png,0
0\00000_00001_00025.png,0
0\00000_00001_00026.png,0
0\00000_00001_00027.png,0
0\00000_00001_00028.png,0
0\00000_00001_00029.png,0
0\00000_00002_00000.png,0
0\00000_00002_00001.png,0
0\00000_00002_00002.png,0
0\00000_00002_00003.png,0
0\00000_00002_00004.png,0
0\00000_00002_00005.png,0
0\00000_00002_00006.png,0
0\00000_00002_00007.png,0
0\00000_00002_00008.png,0
0\00000_00002_00009.png,0
0\00000_00002_00010.png,0
0\00000_00002_00011.png,0
0\00000_00002_00012.png,0
0\00000_00002_00013.png,0
0\00000_00002_00014.png,0
0\00000_00002_00015.png,0
0\00000_00002_00016.png,0
0\00000_00002_00017.png,0
0\00000_00002_00018.png,0
0\00000_00002_00019.png,0
0\00000_00002_00020.png,0
0\00000_00002_00021.png,0
0\00000_00002_00022.png,0
0\00000_00002_00023.png,0
0\00000_00002_00024.png,0
0\00000_00002_00025.png,0
0\00000_00002_00026.png,0
0\00000_00002_00027.png,0
0\00000_00002_00028.png,0
0\00000_00002_00029.png,0
0\00000_00003_00000.png,0
0\00000_00003_00001.png,0
0\00000_00003_00002.png,0
0\00000_00003_00003.png,0
0\00000_00003_00004.png,0
0\00000_00003_00005.png,0
0\00000_00003_00006.png,0
0\00000_00003_00007.png,0
0\00000_00003_00008.png,0
0\00000_00003_00010.png,0
0\00000_00003_00011.png,0
0\00000_00003_00012.png,0
0\00000_00003_00013.png,0
0\00000_00003_00014.png,0
0\00000_00003_00015.png,0
0\00000_00003_00016.png,0
0\00000_00003_00017.png,0
0\00000_00003_00018.png,0
0\00000_00003_00019.png,0
0\00000_00003_00020.png,0
0\00000_00003_00021.png,0
0\00000_00003_00023.png,0
0\00000_00003_00024.png,0
0\00000_00003_00025.png,0
0\00000_00003_00026.png,0
0\00000_00003_00027.png,0
0\00000_00003_00028.png,0
0\00000_00003_00029.png,0
0\00000_00004_00000.png,0
0\00000_00004_00001.png,0
0\00000_00004_00002.png,0
0\00000_00004_00003.png,0
0\00000_00004_00004.png,0
0\00000_00004_00005.png,0
0\00000_00004_00006.png,0
0\00000_00004_00007.png,0
0\00000_00004_00008.png,0
0\00000_00004_00009.png,0
0\00000_00004_00010.png,0
0\00000_00004_00011.png,0
0\00000_00004_00012.png,0
0\00000_00004_00013.png,0
0\00000_00004_00014.png,0
0\00000_00004_00015.png,0
0\00000_00004_00016.png,0
0\00000_00004_00017.png,0
